Gene_Symbol,Boruta_Selezionato,Boruta_Tentativo,Boruta_Rank
RP11-255C15.3,False,False,11681
RP11-278J20.2,False,False,2910
RP11-286E11.2,False,False,11681
RP11-348B17.1,False,False,11681
RP11-348N5.7,False,False,7766
RP11-395B7.7,False,False,2743
RP11-403P17.4,False,False,11681
RP11-414H17.5,False,False,7766
RP11-429B14.4,False,False,11681
RP11-457I16.2,False,False,1121
RP11-473I1.9,False,False,11681
RP11-496I2.2,False,False,7766
RP11-499E18.1,False,False,6116
RP11-548H18.2,False,False,7766
RP11-549J18.1,False,False,11681
RP11-54K16.2,False,False,11681
RP11-560G2.2,False,False,11681
RP11-649A18.7,False,False,2430
RP11-654A16.3,False,False,7766
RP11-665C16.8,False,False,5102
RP11-680C21.1,False,False,11681
RP11-680F8.4,False,False,627
RP11-69I8.2,False,False,11681
RP11-714L20.1,False,False,7766
RP11-769O8.3,False,False,401
RP11-79P5.2,False,False,11681
RP11-82L18.2,False,False,2290
RP11-930P14.2,False,False,369
RP13-258O15.1 /// RPL26P37 /// RPL26P37,False,False,11681
RP2,False,False,7766
RP3-334F4.1,False,False,11681
RP3-334F4.2,False,False,2705
RP3-336K20__B.2,False,False,463
RP3-359N14.1,False,False,6116
RP3-391O22.2 /// RPL7P25,False,False,5102
RP3-406C18.2,False,False,11681
RP3-406P24.1,False,False,5102
RP3-452M16.1,False,False,1291
RP3-497J21.1,False,False,11681
RP3-507I15.1,False,False,1756
RP3-508D13.1,False,False,4264
RP3-522P13.1,False,False,11681
RP3-522P13.2,False,False,11681
RP4-560B9.4,False,False,9587
RP4-581F12.1,False,False,11681
RP4-595K12.1,False,False,5102
RP4-621B10.8,False,False,11681
RP4-710M16.1,False,False,11681
RP4-781L3.1,False,False,7766
RP5-1118D24.2,False,False,7766
RP5-1119A7.11,False,False,4004
RP5-1170D6.1,False,False,11681
RP5-1184F4.5,False,False,987
RP5-882O7.1,False,False,2346
RP6-11O7.2 /// RPL7P52,False,False,11681
RP6-149D17.1,False,False,7766
RP6-91H8.1,False,False,3456
RPA1,False,False,2487
RPA2,False,False,1207
RPA3,False,False,7766
RPA4,False,False,11681
RPAIN,False,False,11681
RPAP1,False,False,1178
RPAP2,False,False,679
RPAP3,False,False,5102
RPARP-AS1,False,False,6116
RPE,False,False,6116
RPE /// RPEL1,False,False,11681
RPE65,False,False,7766
RPF1,False,False,11681
RPGR,False,False,7766
RPGRIP1,False,False,4004
RPGRIP1L,False,False,7766
RPH3A,False,False,11681
RPH3AL,False,False,7766
RPIA,False,False,11681
RPL10 /// SNORA70,False,False,2480
RPL10A,False,False,2790
RPL10L,False,False,2223
RPL11,False,False,5102
RPL12,False,False,7766
RPL13 /// SNORD68,False,False,9587
RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,False,False,1262
RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,False,False,6116
RPL13A /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,False,False,2722
RPL14,False,False,11681
RPL15,False,False,4004
RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,False,False,618
RPL18,False,False,11681
RPL18A /// SNORA68,False,False,6116
RPL18AP16 /// RPL18AP16,False,False,7766
RPL18P10 /// RPL18P10,False,False,11681
RPL19,False,False,11681
RPL21 /// RPL21P28 /// SNORA27 /// SNORD102,False,False,7766
RPL22,False,False,11681
RPL22P22 /// RPL22P22,False,False,11681
RPL23 /// SNORA21,False,False,6116
RPL23A,False,False,11681
RPL23A /// SNORD42A,False,False,3456
RPL23AP22 /// RPL23AP22,False,False,7766
RPL23AP32,False,False,4264
RPL23AP53,False,False,11681
RPL24,False,False,7766
RPL26L1,False,False,9587
RPL27,False,False,2985
RPL27A,False,False,7766
RPL27A /// SNORA45A,False,False,2616
RPL27AP /// RPL27AP,False,False,7766
RPL29,False,False,1156
RPL29P7 /// RPL29P7,False,False,2937
RPL3,False,False,2167
RPL30,False,False,2686
RPL31,False,False,11681
RPL32,False,False,11681
RPL34,False,False,9587
RPL35,False,False,7766
RPL35A,False,False,6116
RPL35P8 /// RPL35P8,False,False,7766
RPL36,False,False,5102
RPL36A /// RPL36A-HNRNPH2,False,False,7766
RPL36AL,False,False,2028
RPL37,False,False,5102
RPL37A,False,False,5102
RPL38,False,False,7766
RPL39,False,False,2407
RPL39L,False,False,6116
RPL3L,False,False,5102
RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C,False,False,6116
RPL41,False,False,3456
RPL5 /// SNORA66 /// SNORD21,False,False,4004
RPL5 /// SNORD21,False,False,3456
RPL6,False,False,2506
RPL7,False,False,5102
RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,False,False,7766
RPL8,False,False,9195
RPL9,False,False,7766
RPLP0,False,False,6116
RPLP1,False,False,1089
RPLP2,False,False,11681
RPLP2 /// SNORA52,False,False,5102
RPLP2P1 /// RPLP2P1,False,False,5102
RPN1,False,False,7766
RPN2,False,False,7766
RPP14,False,False,7766
RPP21 /// TRIM39 /// TRIM39-RPP21,False,False,9587
RPP25,False,False,634
RPP30,False,False,4004
RPP38,False,False,11681
RPP40,False,False,11681
RPRD1A,False,False,7766
RPRD2,False,False,11681
RPRM,False,False,9195
RPS10,False,False,2284
RPS10L,False,False,11681
RPS10P2 /// RPS10P2,False,False,7766
RPS11,False,False,7766
RPS11 /// SNORD35B,False,False,7766
RPS11P1 /// RPS11P1,False,False,7766
RPS12,False,False,5102
RPS14,False,False,7766
RPS15,False,False,2625
RPS15A,False,False,11681
RPS16,False,False,11681
RPS17,False,False,2047
RPS17P5 /// RPS17P5,False,False,11681
RPS18,False,False,5102
RPS19,False,False,2698
RPS2 /// SNORA64,False,False,4004
RPS20 /// SNORD54,False,False,5102
RPS21,False,False,4004
RPS23,False,False,11681
RPS24,False,False,4004
RPS25,False,False,11681
RPS27,False,False,2283
RPS27A,False,False,7766
RPS27L,False,False,7766
RPS28,False,False,829
RPS29,False,False,11681
RPS29P28 /// RPS29P28,False,False,11681
RPS2P45 /// RPS2P45,False,False,7766
RPS3,False,False,1503
RPS3A /// SNORD73A,False,False,7766
RPS4X,False,False,7766
RPS4XP2 /// RPS4XP2,False,False,11681
RPS4XP3 /// RPS4XP3,False,False,2971
RPS4XP9 /// RPS4XP9,False,False,7766
RPS4Y1,False,False,4360
RPS5,False,False,11681
RPS6,False,False,1739
RPS6KA1,False,False,11681
RPS6KA2,False,False,5102
RPS6KA3,False,False,3456
RPS6KA4,False,False,7766
RPS6KA5,False,False,6116
RPS6KA6,False,False,11681
RPS6KB1,False,False,5102
RPS6KB2,False,False,7766
RPS6KC1,False,False,7766
RPS7,False,False,3456
RPS8,False,False,5102
RPS8 /// SNORD38B /// SNORD55,False,False,11681
RPS9,False,False,7766
RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62,False,False,11681
RPUSD2,False,False,7766
RQCD1,False,False,5102
RRAD,False,False,11681
RRAGA,False,False,537
RRAGB,False,False,4264
RRAGC,False,False,5102
RRAGD,False,False,11681
RRAS,False,False,1504
RRAS2,False,False,5102
RRBP1,False,False,3456
RREB1,False,False,7766
RRH,False,False,11681
RRM1,False,False,7766
RRM2,False,False,7766
RRN3,False,False,5102
RRN3 /// RRN3P1 /// RRN3P2,False,False,5102
RRN3P1,False,False,7766
RRNAD1,False,False,540
RRP1,False,False,7766
RRP12,False,False,11681
RRP15,False,False,7766
RRP1B,False,False,5102
RRP7A,False,False,5102
RRP7A /// RRP7B,False,False,11681
RRP8,False,False,6116
RRP9,False,False,1514
RRS1,False,False,7766
RS1,False,False,7766
RSAD1,False,False,5102
RSAD2,False,False,646
RSBN1,False,False,896
RSF1,False,False,2187
RSG1,False,False,11681
RSL1D1,False,False,4004
RSL24D1,False,False,11681
RSPH6A,False,False,2470
RSRC1,False,False,578
RSRC2,False,False,9195
RSU1,False,False,3456
RTCA,False,False,5102
RTCB,False,False,4264
RTDR1,False,False,11681
RTEL1,False,False,7766
RTEL1 /// RTEL1-TNFRSF6B,False,False,11681
RTEL1-TNFRSF6B /// TNFRSF6B,False,False,11681
RTF1,False,False,7766
RTFDC1,False,False,11681
RTN1,False,False,2602
RTN2,False,False,2885
RTN3,False,False,3073
RTN4,False,False,4004
RTP4,False,False,1904
RUFY1,False,False,7766
RUFY2,False,False,7766
RUFY3,False,False,5102
RUNDC3A,False,False,11681
RUNDC3B,False,False,7766
RUNX1-IT1,False,False,3456
RUNX1T1,False,False,2277
RUNX2,False,False,5102
RUNX3,False,False,7766
RUSC1,False,False,11681
RUSC2,False,False,7766
RUVBL1,False,False,9587
RUVBL2,False,False,5102
RWDD1,False,False,128
RWDD2A,False,False,11681
RWDD2B,False,False,3456
RWDD3,False,False,3456
RXFP3,False,False,11681
RXRA,False,False,3456
RXRB,False,False,11681
RXRG,False,False,7766
RYBP,False,False,7766
RYK,False,False,7766
RYR1,False,False,1531
RYR2,False,False,4004
RYR3,False,False,5102
S100A1,False,False,11681
S100A10,False,False,7766
S100A11,False,False,1038
S100A11P1 /// S100A11P1,False,False,11681
S100A12,False,False,3456
S100A13,False,False,7766
S100A14,False,False,7766
S100A2,False,False,11681
S100A3,False,False,11681
S100A4,False,False,2543
S100A5,False,False,5102
S100A6,False,False,11681
S100A7,False,False,7766
S100A8,False,False,11681
S100A9,False,False,3456
S100B,False,False,7766
S100G,False,False,2415
S100P,False,False,1883
S100PBP,False,False,11681
S1PR1,False,False,106
S1PR2,False,False,7766
S1PR4,False,False,179
S1PR5,False,False,826
SAA1 /// SAA2,False,False,7766
SAA1 /// SAA2 /// SAA2-SAA4,False,False,11681
SAA2-SAA4 /// SAA4,False,False,801
SAA3P,False,False,11681
SAC3D1,False,False,6116
SACM1L,False,False,4004
SACS,False,False,5102
SAE1,False,False,3456
SAFB,False,False,11681
SAFB2,False,False,4360
SAG,False,False,5102
SAGE1,False,False,7766
SALL1,False,False,2414
SALL2,False,False,7766
SAMD14,False,False,7766
SAMD4A,False,False,11681
SAMD4B,False,False,2776
SAMD9,False,False,2071
SAMHD1,False,False,2301
SAMM50,False,False,11681
SAMSN1,False,False,6116
SAP130,False,False,257
SAP18,False,False,5102
SAP30,False,False,11681
SAP30BP,False,False,510
SAP30L,False,False,6116
SAR1A,False,False,11681
SAR1B,False,False,7766
SARAF,False,False,5102
SARDH,False,False,11681
SARM1,False,False,11681
SARS,False,False,2755
SARS2,False,False,9587
SART1,False,False,3456
SART3,False,False,5102
SASH1,False,False,1556
SASH3,False,False,4004
SAT1,False,False,11681
SAT1 /// ZSWIM8,False,False,11681
SATB1,False,False,1297
SATB2,False,False,6116
SAV1,False,False,11681
SAYSD1,False,False,1862
SBF1,False,False,11681
SBNO1,False,False,2933
SBNO2,False,False,764
SBSPON,False,False,3456
SC5D,False,False,7766
SCAF11,False,False,2062
SCAF4,False,False,379
SCAF8,False,False,1328
SCAI,False,False,2831
SCAMP1,False,False,4264
SCAMP2,False,False,7766
SCAMP3,False,False,5102
SCAMP4,False,False,11681
SCAMP5,False,False,5102
SCAND1,False,False,4004
SCAND2P,False,False,7766
SCAP,False,False,11681
SCAPER,False,False,2334
SCARA3,False,False,7766
SCARB1,False,False,3456
SCARB2,False,False,692
SCARF1,False,False,9587
SCCPDH,False,False,11681
SCD,False,False,3006
SCD5,False,False,4264
SCEL,False,False,5102
SCFD1,False,False,777
SCG2,False,False,11681
SCG3,False,False,6116
SCG5,False,False,11681
SCGB1A1,False,False,5102
SCGB1D1,False,False,6116
SCGB1D2,False,False,7766
SCGB2A1,False,False,7766
SCGB2A2,False,False,4004
SCGN,False,False,2619
SCIN,False,False,695
SCLY,False,False,3456
SCMH1,False,False,4004
SCML1,False,False,11681
SCML2,False,False,7766
SCN10A,False,False,7766
SCN11A,False,False,7766
SCN1A,False,False,11681
SCN1B,False,False,5102
SCN2A,False,False,11681
SCN2B,False,False,2352
SCN3A,False,False,2676
SCN3B,False,False,9587
SCN4A,False,False,758
SCN5A,False,False,1442
SCN7A,False,False,7766
SCN8A,False,False,5102
SCN9A,False,False,5102
SCNM1 /// TNFAIP8L2-SCNM1,False,False,2051
SCNN1A,False,False,11681
SCNN1B,False,False,1834
SCNN1D,False,False,2032
SCNN1G,False,False,11681
SCO2,False,False,7766
SCP2,False,False,279
SCPEP1,False,False,468
SCRG1,False,False,11681
SCRIB,False,False,5102
SCRN1,False,False,3456
SCRN3,False,False,5102
SCRT1,False,False,7766
SCT,False,False,11681
SCTR,False,False,5102
SCUBE2,False,False,7766
SCUBE3,False,False,4264
SCYL2,False,False,5102
SCYL3,False,False,5102
SDAD1,False,False,5102
SDC1,False,False,7766
SDC2,False,False,9587
SDC3,False,False,3456
SDC4,False,False,11681
SDCBP,False,False,1487
SDCCAG3,False,False,11681
SDF2,False,False,1171
SDF2L1,False,False,1248
SDF4,False,False,11681
SDHA,False,False,5102
SDHAF1,False,False,1731
SDHAP1 /// SDHAP2,False,False,3456
SDHB,False,False,7766
SDHC,False,False,9587
SDHD,False,False,7766
SDK2,False,False,7766
SDPR,False,False,637
SDR39U1,False,False,3456
SDS,False,False,7766
SEBOX /// VTN,False,False,7766
SEC11A,False,False,2668
SEC13,False,False,7766
SEC14L1,False,False,780
SEC14L1P1,False,False,552
SEC14L2,False,False,6116
SEC14L3,False,False,4264
SEC14L4,False,False,5102
SEC14L5,False,False,7766
SEC16A,False,False,2002
SEC22A,False,False,11681
SEC22B,False,False,5102
SEC23A,False,False,5102
SEC23B,False,False,7766
SEC23IP,False,False,9587
SEC24A,False,False,7766
SEC24B,False,False,3456
SEC24C,False,False,2459
SEC24D,False,False,574
SEC31A,False,False,5102
SEC31B,False,False,3088
SEC61A1,False,False,1163
SEC61A2,False,False,7766
SEC61B,False,False,11681
SEC61G,False,False,7766
SEC62,False,False,7766
SEC63,False,False,592
SECISBP2,False,False,7766
SECISBP2L,False,False,7766
SECTM1,False,False,11681
SEH1L,False,False,6116
SEL1L,False,False,4004
SEL1L3,False,False,294
SELE,False,False,9587
SELENBP1,False,False,7766
SELL,False,False,376
SELP,False,False,9195
SELPLG,False,False,2811
SELT,False,False,6116
SEMA3A,False,False,7766
SEMA3B,False,False,7766
SEMA3C,False,False,11681
SEMA3D,False,False,11681
SEMA3E,False,False,11681
SEMA3F,False,False,11681
SEMA3G,False,False,7766
SEMA4A,False,False,11681
SEMA4C,False,False,7766
SEMA4D,False,False,1003
SEMA4F,False,False,9587
SEMA4G,False,False,2169
SEMA5A,False,False,7766
SEMA6A,False,False,11681
SEMA6B,False,False,11681
SEMA6C,False,False,1018
SEMA6D,False,False,7766
SEMA7A,False,False,9587
SEMG1,False,False,7766
SEMG2,False,False,7766
SENP2,False,False,1513
SENP3,False,False,1430
SENP3 /// SENP3-EIF4A1,False,False,5102
SENP5,False,False,11681
SENP6,False,False,11681
SENP7,False,False,7766
SEP15,False,False,77
SEPHS1,False,False,91
SEPHS2,False,False,2253
SEPP1,False,False,7766
SEPT10,False,False,9587
SEPT11,False,False,7766
SEPT2,False,False,1534
SEPT4,False,False,5102
SEPT5-GP1BB,False,False,5102
SEPT6,False,False,7766
SEPT7,False,False,11681
SEPT8,False,False,7766
SEPT9,False,False,11681
SEPW1,False,False,11681
SERBP1,False,False,2030
SERF1A /// SERF1B,False,False,11681
SERGEF,False,False,9195
SERHL /// SERHL2,False,False,154
SERHL2,False,False,1703
SERINC1,False,False,11681
SERINC2,False,False,11681
SERINC3,False,False,465
SERINC5,False,False,321
SERP1,False,False,2250
SERPINA1,False,False,9587
SERPINA10,False,False,5102
SERPINA2,False,False,7766
SERPINA3,False,False,11681
SERPINA4,False,False,3456
SERPINA5,False,False,9195
SERPINA6,False,False,11681
SERPINA7,False,False,3456
SERPINB1,False,False,11681
SERPINB10,False,False,2833
SERPINB13,False,False,2274
SERPINB2,False,False,7766
SERPINB3,False,False,11681
SERPINB3 /// SERPINB4,False,False,3456
SERPINB4,False,False,5102
SERPINB5,False,False,11681
SERPINB6,False,False,6116
SERPINB7,False,False,11681
SERPINB8,False,False,5102
SERPINB9,False,False,2901
SERPINC1,False,False,5102
SERPIND1,False,False,6116
SERPINE1,False,False,7766
SERPINE2,False,False,11681
SERPINF1,False,False,496
SERPINF2,False,False,11681
SERPING1,False,False,6116
SERPINH1,False,False,6116
SERPINI1,False,False,11681
SERPINI2,False,False,5102
SERTAD2,False,False,69
SERTAD3,False,False,5102
SESN1,False,False,3456
SET,False,False,1320
SET /// SETP4 /// SETSIP,False,False,11681
SET /// SETSIP,False,False,2982
SETBP1,False,False,721
SETD1A,False,False,4004
SETD1B,False,False,9587
SETD2,False,False,907
SETD3,False,False,7766
SETD4,False,False,5102
SETD5,False,False,1102
SETD6,False,False,5102
SETD8,False,False,11681
SETDB1,False,False,865
SETMAR,False,False,1117
SETX,False,False,582
SEZ6L,False,False,11681
SEZ6L2,False,False,3043
SF1,False,False,7766
SF3A1,False,False,5102
SF3A2,False,False,6116
SF3A3,False,False,1282
SF3B1,False,False,7766
SF3B2,False,False,11681
SF3B3,False,False,3059
SF3B4,False,False,4004
SF3B5,False,False,11681
SFI1,False,False,7766
SFMBT1,False,False,5102
SFN,False,False,7766
SFPQ,False,False,499
SFRP1,False,False,11681
SFRP4,False,False,2954
SFRP5,False,False,2220
SFSWAP,False,False,2654
SFT2D2,False,False,1922
SFT2D3 /// WDR33,False,False,5102
SFTPA1 /// SFTPA2,False,False,4264
SFTPB,False,False,11681
SFTPC,False,False,2540
SFTPD,False,False,5102
SFXN1,False,False,5102
SFXN3,False,False,3456
SGCA,False,False,7766
SGCB,False,False,7766
SGCD,False,False,11681
SGCE,False,False,5102
SGCG,False,False,2610
SGK1,False,False,111
SGK2,False,False,11681
SGMS1,False,False,7766
SGPL1,False,False,3456
SGPP1,False,False,7766
SGSH,False,False,11681
SGSM2,False,False,11681
SGSM3,False,False,7766
SGTA,False,False,11681
SH2B1,False,False,7766
SH2B2,False,False,3456
SH2B3,False,False,6116
SH2D1A,False,False,11681
SH2D2A,False,False,874
SH2D3A,False,False,5102
SH2D3C,False,False,1707
SH2D4A,False,False,7766
SH3BGR,False,False,1658
SH3BGRL,False,False,413
SH3BGRL3,False,False,2175
SH3BP1,False,False,11681
SH3BP2,False,False,2466
SH3BP4,False,False,2073
SH3BP5,False,False,1399
SH3D21,False,False,6116
SH3GL1,False,False,11681
SH3GL2,False,False,5102
SH3GL3,False,False,4004
SH3GLB1,False,False,3456
SH3GLB2,False,False,2872
SH3PXD2A,False,False,3456
SH3TC1,False,False,7766
SH3TC2,False,False,7766
SH3YL1,False,False,2712
SHANK1,False,False,9587
SHANK2,False,False,7766
SHARPIN,False,False,11681
SHB,False,False,213
SHBG,False,False,2734
SHC1,False,False,5102
SHC1P1 /// SHC1P1,False,False,2583
SHC2,False,False,11681
SHC3,False,False,11681
SHCBP1,False,False,1215
SHCBP1L,False,False,11681
SHFM1,False,False,11681
SHH,False,False,9587
SHMT1,False,False,9587
SHMT2,False,False,11681
SHOC2,False,False,7766
SHOX,False,False,7766
SHOX2,False,False,2126
SHPK,False,False,5102
SHPK /// TRPV1,False,False,3002
SHQ1,False,False,516
SHROOM2,False,False,11681
SI,False,False,5102
SIAH1,False,False,7766
SIAH2,False,False,11681
SIDT1,False,False,7766
SIDT2,False,False,2289
SIGIRR,False,False,6116
SIGLEC1,False,False,9587
SIGLEC15,False,False,7766
SIGLEC5,False,False,11681
SIGLEC6,False,False,7766
SIGLEC7,False,False,11681
SIGLEC8,False,False,3456
SIGLEC9,False,False,3456
SIGMAR1,False,False,7766
SIK1,False,False,13
SIK2,False,False,3456
SIK3,False,False,1471
SIKE1,False,False,7766
SIL1,False,False,11681
SIM1,False,False,5102
SIM2,False,False,2486
SIN3B,False,False,1233
SIPA1,False,False,3456
SIPA1L1,False,False,11681
SIPA1L3,False,False,5102
SIRPA,False,False,7766
SIRPAP1 /// SIRPAP1,False,False,9587
SIRPB1,False,False,11681
SIRPG,False,False,447
SIRT1,False,False,5102
SIRT2,False,False,7766
SIRT3,False,False,7766
SIRT4,False,False,2435
SIRT5,False,False,7766
SIRT6,False,False,5102
SIRT7,False,False,7766
SIT1,False,False,39
SIVA1,False,False,2988
SIX1,False,False,6116
SIX2,False,False,3456
SIX3,False,False,11681
SIX5,False,False,6116
SIX6,False,False,11681
SKA1,False,False,1853
SKAP1,False,False,723
SKAP2,False,False,5102
SKI,False,False,1991
SKIL,False,False,4360
SKIV2L,False,False,4004
SKIV2L2,False,False,11681
SKP1,False,False,7766
SKP2,False,False,339
SLA,False,False,43
SLAMF1,False,False,1982
SLAMF7,False,False,9587
SLAMF8,False,False,7766
SLBP,False,False,1188
SLC10A1,False,False,7766
SLC10A2,False,False,7766
SLC10A3,False,False,7766
SLC11A1,False,False,3076
SLC11A2,False,False,9587
SLC12A1,False,False,11681
SLC12A2,False,False,2741
SLC12A3,False,False,7766
SLC12A4,False,False,3456
SLC12A5,False,False,9587
SLC12A6,False,False,2806
SLC12A7,False,False,6116
SLC12A8,False,False,9587
SLC12A9,False,False,6116
SLC13A1,False,False,6116
SLC13A2,False,False,3456
SLC13A3,False,False,7766
SLC13A4,False,False,7766
SLC14A1,False,False,11681
SLC15A1,False,False,9195
SLC15A2,False,False,11681
SLC15A3,False,False,7766
SLC16A1,False,False,7766
SLC16A10,False,False,2993
SLC16A2,False,False,7766
SLC16A4,False,False,11681
SLC16A5,False,False,7766
SLC16A6,False,False,11681
SLC16A7,False,False,951
SLC16A8,False,False,2688
SLC17A1,False,False,7766
SLC17A2,False,False,2000
SLC17A3,False,False,9587
SLC17A4,False,False,11681
SLC17A5,False,False,136
SLC17A6,False,False,5102
SLC17A7,False,False,5102
SLC17A9,False,False,1972
SLC18A1,False,False,11681
SLC18A2,False,False,2462
SLC18A3,False,False,7766
SLC19A1,False,False,11681
SLC19A2,False,False,662
SLC19A3,False,False,7766
SLC1A1,False,False,11681
SLC1A2,False,False,11681
SLC1A3,False,False,7766
SLC1A4,False,False,4264
SLC1A5,False,False,9195
SLC1A6,False,False,11681
SLC1A7,False,False,5102
SLC20A1,False,False,7766
SLC20A2,False,False,11681
SLC22A1,False,False,11681
SLC22A11,False,False,7766
SLC22A13,False,False,7766
SLC22A14,False,False,11681
SLC22A17,False,False,5102
SLC22A18,False,False,5102
SLC22A18AS,False,False,383
SLC22A2,False,False,11681
SLC22A3,False,False,4264
SLC22A4,False,False,1753
SLC22A5,False,False,5102
SLC22A6,False,False,7766
SLC22A7,False,False,7766
SLC22A8,False,False,7766
SLC23A2,False,False,7766
SLC24A1,False,False,11681
SLC24A2,False,False,11681
SLC24A3,False,False,2437
SLC25A1,False,False,11681
SLC25A10,False,False,11681
SLC25A11,False,False,9195
SLC25A12,False,False,18
SLC25A13,False,False,3456
SLC25A14,False,False,2112
SLC25A15,False,False,6116
SLC25A16,False,False,11681
SLC25A17,False,False,2186
SLC25A20,False,False,502
SLC25A21,False,False,4004
SLC25A22,False,False,11681
SLC25A23,False,False,7766
SLC25A24,False,False,11681
SLC25A28,False,False,7766
SLC25A3,False,False,1595
SLC25A30,False,False,9587
SLC25A31,False,False,5102
SLC25A32,False,False,5102
SLC25A36,False,False,2207
SLC25A37,False,False,11681
SLC25A38,False,False,2203
SLC25A4,False,False,7766
SLC25A40,False,False,5102
SLC25A42,False,False,7766
SLC25A44,False,False,11681
SLC25A46,False,False,7766
SLC25A5,False,False,5102
SLC25A6,False,False,140
SLC26A1,False,False,11681
SLC26A10,False,False,11681
SLC26A2,False,False,11681
SLC26A3,False,False,7766
SLC26A4,False,False,7766
SLC27A2,False,False,9587
SLC27A3,False,False,1562
SLC27A5,False,False,11681
SLC27A6,False,False,7766
SLC28A1,False,False,11681
SLC28A2,False,False,5102
SLC28A3,False,False,7766
SLC29A1,False,False,4264
SLC29A2,False,False,11681
SLC29A3,False,False,7766
SLC2A1,False,False,11681
SLC2A10,False,False,960
SLC2A11,False,False,4004
SLC2A14 /// SLC2A3,False,False,9587
SLC2A2,False,False,11681
SLC2A3,False,False,4004
SLC2A4,False,False,3456
SLC2A4RG,False,False,11681
SLC2A5,False,False,7766
SLC2A6,False,False,11681
SLC2A8,False,False,3456
SLC2A9,False,False,11681
SLC30A1,False,False,11681
SLC30A10,False,False,11681
SLC30A3,False,False,784
SLC30A4,False,False,5102
SLC30A5,False,False,152
SLC30A9,False,False,4004
SLC31A1,False,False,11681
SLC31A2,False,False,5102
SLC33A1,False,False,9195
SLC34A1,False,False,5102
SLC34A2,False,False,11681
SLC35A1,False,False,11681
SLC35A2,False,False,4004
SLC35A3,True,False,1
SLC35A5,False,False,11681
SLC35B1,False,False,4004
SLC35C1,False,False,7766
SLC35C2,False,False,2930
SLC35D1,False,False,4004
SLC35D2,False,False,5102
SLC35E1,False,False,7766
SLC35E2 /// SLC35E2B,False,False,11681
SLC35E3,False,False,9587
SLC35F2,False,False,11681
SLC35F5,False,False,1171
SLC35F6,False,False,7766
SLC35G2,False,False,7766
SLC36A1,False,False,11681
SLC37A1,False,False,11681
SLC37A4,False,False,9587
SLC38A1,False,False,11681
SLC38A10,False,False,11681
SLC38A2,False,False,11681
SLC38A3,False,False,7766
SLC38A4,False,False,11681
SLC38A6,False,False,7766
SLC38A7,False,False,4004
SLC39A1,False,False,7766
SLC39A14,False,False,11681
SLC39A2,False,False,4004
SLC39A4,False,False,267
SLC39A6,False,False,4004
SLC39A7,False,False,7766
SLC39A8,False,False,3456
SLC39A9,False,False,2918
SLC3A1,False,False,11681
SLC3A2,False,False,3456
SLC41A3,False,False,11681
SLC43A1,False,False,19
SLC43A3,False,False,4360
SLC44A1,False,False,6116
SLC44A4,False,False,5102
SLC45A2,False,False,11681
SLC46A3,False,False,1855
SLC47A1,False,False,579
SLC48A1,False,False,5102
SLC4A1,False,False,5102
SLC4A10,False,False,11681
SLC4A1AP,False,False,7766
SLC4A2,False,False,1734
SLC4A3,False,False,2153
SLC4A4,False,False,11681
SLC4A5,False,False,11681
SLC4A7,False,False,9195
SLC4A8,False,False,2887
SLC50A1,False,False,11681
SLC52A1,False,False,5102
SLC52A2,False,False,5102
SLC5A1,False,False,3094
SLC5A12,False,False,11681
SLC5A2,False,False,7766
SLC5A3,False,False,467
SLC5A4,False,False,2784
SLC5A5,False,False,11681
SLC5A6,False,False,729
SLC5A7,False,False,11681
SLC6A1,False,False,11681
SLC6A10P /// SLC6A10PB /// SLC6A8,False,False,11681
SLC6A11,False,False,2599
SLC6A12,False,False,9587
SLC6A13,False,False,457
SLC6A14,False,False,5102
SLC6A15,False,False,4004
SLC6A16,False,False,7766
SLC6A2,False,False,7766
SLC6A20,False,False,7766
SLC6A3,False,False,434
SLC6A4,False,False,5102
SLC6A5,False,False,9587
SLC6A6,False,False,1809
SLC6A7,False,False,11681
SLC6A8,False,False,11681
SLC6A9,False,False,7766
SLC7A1,False,False,304
SLC7A10,False,False,7766
SLC7A11,False,False,5102
SLC7A2,False,False,4004
SLC7A4,False,False,9587
SLC7A5,False,False,11681
SLC7A6,False,False,6116
SLC7A7,False,False,7766
SLC7A8,False,False,7766
SLC7A9,False,False,11681
SLC8A1,False,False,7766
SLC8A2,False,False,4004
SLC8B1,False,False,2095
SLC9A1,False,False,7766
SLC9A2,False,False,1198
SLC9A3,False,False,11681
SLC9A3R1,False,False,7766
SLC9A3R2,False,False,11681
SLC9A5,False,False,7766
SLC9A6,False,False,3053
SLC9A7,False,False,11681
SLC9A8,False,False,7766
SLCO1A2,False,False,4264
SLCO1B1,False,False,4264
SLCO1B3,False,False,11681
SLCO1C1,False,False,11681
SLCO2A1,False,False,11681
SLCO2B1,False,False,7766
SLCO3A1,False,False,7766
SLCO4A1,False,False,3456
